Channel;Calibration;Value0;0,000000;57
1;0,000000;58
2;0,000000;57
3;0,000000;63
4;0,000000;65
5;0,000000;54
6;0,000000;64
7;0,000000;65
8;0,000000;43
9;0,000000;51
10;0,000000;52
11;0,000000;51
12;0,000000;53
13;0,000000;57
14;0,000000;55
15;0,000000;65
16;0,000000;59
17;0,000000;51
18;0,000000;52
19;0,000000;56
20;0,000000;68
21;0,000000;56
22;0,000000;63
23;0,000000;49
24;0,000000;53
25;0,000000;54
26;0,000000;50
27;0,000000;47
28;0,000000;47
29;0,000000;52
30;0,000000;45
31;0,000000;51
32;0,000000;52
33;0,000000;52
34;0,000000;44
35;0,000000;52
36;0,000000;52
37;0,000000;54
38;0,000000;52
39;0,000000;61
40;0,000000;47
41;0,000000;59
42;0,000000;60
43;0,000000;68
44;0,000000;50
45;0,000000;60
46;0,000000;61
47;0,000000;49
48;0,000000;55
49;0,000000;55
50;0,000000;62
51;0,000000;54
52;0,000000;55
53;0,000000;62
54;0,000000;58
55;0,000000;55
56;0,000000;66
57;0,000000;54
58;0,000000;64
59;0,000000;62
60;0,000000;53
61;0,000000;64
62;0,000000;57
63;0,000000;70
64;0,000000;72
65;0,000000;69
66;0,000000;72
67;0,000000;92
68;0,000000;74
69;0,000000;63
70;0,000000;65
71;0,000000;75
72;0,000000;63
73;0,000000;73
74;0,000000;70
75;0,000000;83
76;0,000000;74
77;0,000000;69
78;0,000000;77
79;0,000000;66
80;0,000000;66
81;0,000000;69
82;0,000000;80
83;0,000000;81
84;0,000000;68
85;0,000000;78
86;0,000000;83
87;0,000000;80
88;0,000000;80
89;0,000000;89
90;0,000000;92
91;0,000000;68
92;0,000000;93
93;0,000000;81
94;0,000000;77
95;0,000000;94
96;0,000000;88
97;0,000000;85
98;0,000000;98
99;0,000000;93
100;0,000000;93
101;0,000000;98
102;0,000000;85
103;0,000000;110
104;0,000000;103
105;0,000000;89
106;0,000000;109
107;0,000000;101
108;0,000000;92
109;0,000000;111
110;0,000000;100
111;0,000000;86
112;0,000000;124
113;0,000000;100
114;0,000000;102
115;0,000000;128
116;0,000000;117
117;0,000000;119
118;0,000000;118
119;0,000000;131
120;0,000000;127
121;0,000000;129
122;0,000000;149
123;0,000000;131
124;0,000000;145
125;0,000000;149
126;0,000000;159
127;0,000000;146
128;0,000000;172
129;0,000000;186
130;0,000000;176
131;0,000000;208
132;0,000000;199
133;0,000000;196
134;0,000000;227
135;0,000000;200
136;0,000000;224
137;0,000000;249
138;0,000000;230
139;0,000000;306
140;0,000000;309
141;0,000000;332
142;0,000000;317
143;0,000000;342
144;0,000000;391
145;0,000000;392
146;0,000000;438
147;0,000000;443
148;0,000000;440
149;0,000000;508
150;0,000000;542
151;0,000000;586
152;0,000000;582
153;0,000000;634
154;0,000000;686
155;0,000000;690
156;0,000000;763
157;0,000000;811
158;0,000000;875
159;0,000000;985
160;0,000000;951
161;0,000000;1043
162;0,000000;1109
163;0,000000;1152
164;0,000000;1171
165;0,000000;1210
166;0,000000;1391
167;0,000000;1469
168;0,000000;1512
169;0,000000;1455
170;0,000000;1587
171;0,000000;1689
172;0,000000;1764
173;0,000000;1824
174;0,000000;1896
175;0,000000;2031
176;0,000000;1990
177;0,000000;2234
178;0,000000;2181
179;0,000000;2377
180;0,000000;2428
181;0,000000;2475
182;0,000000;2512
183;0,000000;2627
184;0,000000;2609
185;0,000000;2832
186;0,000000;2915
187;0,000000;2887
188;0,000000;2962
189;0,000000;2985
190;0,000000;3016
191;0,000000;3246
192;0,000000;3207
193;0,000000;3252
194;0,000000;3340
195;0,000000;3423
196;0,000000;3303
197;0,000000;3487
198;0,000000;3452
199;0,000000;3481
200;0,000000;3428
201;0,000000;3420
202;0,000000;3623
203;0,000000;3462
204;0,000000;3497
205;0,000000;3443
206;0,000000;3492
207;0,000000;3540
208;0,000000;3518
209;0,000000;3451
210;0,000000;3487
211;0,000000;3453
212;0,000000;3337
213;0,000000;3396
214;0,000000;3290
215;0,000000;3253
216;0,000000;3254
217;0,000000;3272
218;0,000000;3093
219;0,000000;3028
220;0,000000;3072
221;0,000000;3022
222;0,000000;2864
223;0,000000;2819
224;0,000000;2881
225;0,000000;2759
226;0,000000;2706
227;0,000000;2561
228;0,000000;2551
229;0,000000;2528
230;0,000000;2333
231;0,000000;2319
232;0,000000;2265
233;0,000000;2170
234;0,000000;2057
235;0,000000;2038
236;0,000000;1981
237;0,000000;1879
238;0,000000;1880
239;0,000000;1790
240;0,000000;1780
241;0,000000;1654
242;0,000000;1626
243;0,000000;1542
244;0,000000;1473
245;0,000000;1444
246;0,000000;1362
247;0,000000;1350
248;0,000000;1321
249;0,000000;1138
250;0,000000;1220
251;0,000000;1121
